1980.7.1.3,"Print, Photographic","Bravo, Manuel Alvarez",La Buena Fama Durmiendo (Good Reputation Sleeping),"Bravo, Manuel Alvarez La Buena Fama Durmiendo (Good Reputation Sleeping) Photography 1938","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,1938
1980.7.1.4,"Print, Photographic","Bravo, Manuel Alvarez",El Eclipse (Sabanas),"Bravo, Manuel Alvarez El Eclipse (Sabanas) Photography 1933","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,1933
1980.7.1.5,"Print, Photographic","Bravo, Manuel Alvarez",El Ensuena (The Daydream),"Bravo, Manuel Alvarez El Ensuena (The Daydream) Photography 1931","Boston, Medical School, 75 Kneeland St., 9th Floor",Gift of Mr. and Mrs. Nathan Gantcher,1931
1980.7.1.6,"Print, Photographic","Bravo, Manuel Alvarez",Un Poco Alegre y Graciosa (Somewhat Gay and Graceful),"Bravo, Manuel Alvarez Un Poco Alegre y Graciosa (Somewhat Gay and Graceful) Photography 1942","Boston, Medical School, 75 Kneeland St., 9th Floor",Gift of Mr. and Mrs. Nathan Gantcher,1942
1980.7.1.7,"Print, Photographic","Bravo, Manuel Alvarez",Sed Publica (Public Thirst),Manuel Alvarez Bravo Sed Publica (Public Thirst) Silver gelatin print 1934,"Boston, Medical School, 75 Kneeland St., 9th Floor",Gift of Mr. and Mrs. Nathan Gantcher,1934
1980.7.1.8,"Print, Photographic","Bravo, Manuel Alvarez",La Quema Tres (Kiln Number Three),"Bravo, Manuel Alvarez La Quema Tres (Kiln Number Three) Photography 1957","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,1957
1980.7.3.1,"Print, Photographic","Evans, Walker","Saratoga Springs, New York, 1931","Evans, Walker Saratoga Springs, New York, 1931 Photography, black and white silver print on Kodak Polycontrast Rapid paper; photos mounted, within plate mark, on hand-made, all-cotton, 300 lb Fabriano classico paper 1931","Medford, Ballou Hall, 1 The Green, 3rd Fl",Mr. & Mrs. Nathan Gantcher,1931
1980.7.3.1-7,"Print, Photographic","Evans, Walker",Walker Evans: Selected Photographs,"Evans, Walker Walker Evans: Selected Photographs Photography, portfolio of 15; black and white silver prints; printed on Kodak Polycontrast Rapid paper 1930s","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1930s
1980.7.3.2,"Print, Photographic","Evans, Walker","Maine Pump, 1933","Evans, Walker Maine Pump, 1933 Photography, black and white silver prints on Kodak Polycontrast Rapid paper 1933","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1933
1980.7.3.3,"Print, Photographic","Evans, Walker","Breakfast Room at Belle Grove Plantation, White Chapel, Louisiana, 1935","Evans, Walker Breakfast Room at Belle Grove Plantation, White Chapel, Louisiana, 1935 Photography, black and white silver prints on Kodak Polycontrast Rapid paper 1935","Medford, Ballou Hall, 1 The Green, 3rd Fl",Mr. & Mrs. Nathan Gantcher,1935
1980.7.3.4,"Print, Photographic","Evans, Walker","Minstrel Poster, Alabama, 1936","Evans, Walker Minstrel Poster, Alabama, 1936 Photography, black and white silver prints 1936","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1936
1980.7.3.5,"Print, Photographic","Evans, Walker",Shoe Shine Sign in Southern Town,"Evans, Walker Shoe Shine Sign in Southern Town Photography, black and white silver print 1936","Medford, Packard Hall, 4 The Green",Mr. & Mrs. Nathan Gantcher,1936
1980.7.3.6,"Print, Photographic","Evans, Walker","Main Street, Ossining, New York, 1932","Evans, Walker Main Street, Ossining, New York, 1932 Photography, black and white silver prints on Kodak Polycontrast Rapid paper 1932","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1932
1980.7.3.7,"Print, Photographic","Evans, Walker","Penny Picture Display, Savannah, 1936","Evans, Walker Penny Picture Display, Savannah, 1936 Photography, black and white silver prints on Kodak Polycontrast Rapid paper 1936","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1936
1980.7.4.5,"Print, Photographic","Friedlander, Lee","Plane over Bull - Kansasa City, Missouri, 1965","Friedlander, Lee Plane over Bull - Kansasa City, Missouri, 1965 Photography,black and white selenium toned prints; printed on Dupont Veralure (VLTW); mounted on 615 GSM Imperial 300 lb. hand made paper 1965","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1965
<<<<<<< HEAD
1981.1.13,"Print, Photographic","Fink, Larry","Parsons School of Design, Costume Party, 1972","Fink, Larry Parsons School of Design, Costume Party, 1972 Photography, portfolio of 15 black and white printed on Portriga Rapid Agfa paper; overmatted with 4-ply 100% rag archival board 1972","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1972
=======
1981.1.13,"Print, Photographic","Fink, Larry","Parsonsi School of Design, Costume Party, 1972","Fink, Larry Parsonsi School of Design, Costume Party, 1972 Photography, portfolio of 15 black and white printed on Portriga Rapid Agfa paper; overmatted with 4-ply 100% rag archival board 1972","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1972
>>>>>>> 5e119d9936297da619bbfc6e90119ced8f5fdf51
1981.1.15,"Print, Photographic","Fink, Larry","Lovers in a Doorway - Houston, Tx. 1959","Fink, Larry Lovers in a Doorway - Houston, Tx. 1959 Photography, portfolio of 15 black and white printed on Portriga Rapid Agfa paper; overmatted with 4-ply 100% rag archival board 1959","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs. Nathan Gantcher,1959
1981.4.5a&b,Print,"Albers, Josef",Formulation: Articulation,"Albers, Josef Formulation: Articulation Graphic Arts, silkscreen on paper 1972","Medford, Gifford House, 161 Packard Ave.",Mr. A. Charles Miller,1972
1981.4.42a&b,Print,"Albers, Josef",Formulation: Articulation,"Albers, Josef Formulation: Articulation Graphic Arts, silkscreen on paper 1972","Medford, Gifford House, 161 Packard Ave.",Mr. A. Charles Miller,1972
1981.4.47a&b,Print,"Albers, Josef",Formulation: Articulation,"Albers, Josef Formulation: Articulation Graphic Arts, silkscreen on paper 1972","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. A. Charles Miller,1972
1981.4.62a&b,Print,"Albers, Josef",Formulation: Articulation,"Albers, Josef Formulation: Articulation Graphic Arts, silkscreen on paper 1972","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. A. Charles Miller,1972
1982.1,Painting,"Mulhaupt, Frederick John",Boats on the Seine,Frederick John Mulhaupt Boats on the Seine oil on wood panel 1908,"Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Richard P. Lasser,1908
1982.2.1,Print,"Sato, Masaaki",Subway No. 24,"Sato, Masaaki Subway No. 24 Graphic Arts, silkscreen 1978","Medford, Dowling Hall, 419 Boston Ave.",,1978
1982.5.1,Jug (Lekythos),Unknown,Greek Lekythos,"Unknown Greek Lekythos Sculpture, Pentelic marble probably c. 2nd quarter of 4th c. B.C.","Medford, Tisch Library, 35 Professors Row",Ella Brummer,probably c. 2nd quarter of 4th c. B.C.
1982.6.2.4,"Print, Photographic","Lyon, Danny",Route 12 Wisconsin 1963,Danny Lyon Route 12 Wisconsin 1963 Silver gelatin print pub. 1979,"Medford, Aidekman Art Center, 15 South Campus Rd.",Dr. Daniel Schuman,pub. 1979
1982.6.2.9,"Print, Photographic","Lyon, Danny","Sparky and Cowboy, Schereville, Indiana, 1965-66","Danny Lyon Sparky and Cowboy, Schereville, Indiana, 1965-66 Photography, black and white silver prints pub. 1979","Medford, Aidekman Art Center, 15 South Campus Rd.",Dr. Daniel Schuman,pub. 1979
1982.7.1,"Print, Photographic","Boubat, Edouard","Petite Fille aux Feuilles Mortes, Paris","Boubat, Edouard Petite Fille aux Feuilles Mortes, Paris Photography, black and white silver print 1947","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. Arnold Goldbaum and Mr. Marc Green,1947
1982.7.8,"Print, Photographic","Boubat, Edouard","Lella, Bretagne, 1948","Boubat, Edouard Lella, Bretagne, 1948 Photography, black and white silver print 1948","Medford, Tisch Library, 35 Professors Row",Gift of Mr. Arnold Goldbaum,1948
<<<<<<< HEAD
1982.8.1.2,"Print, Photographic","Bravo, Manuel Alvarez",Tramps Puesta (Set Trap),"Bravo, Manuel Alvarez Trampa Puesta (Set Trap) Photography 1930s","Medford, Ballou Hall, 1 The Green, 2nd Fl",Gift of Mr. and Mrs. Nathan Gantcher,1930s
=======
1982.8.1.2,"Print, Photographic","Bravo, Manuel Alvarez",Tramps Puesta (Set Trap),"Bravo, Manuel Alvarez Trampa Puesta (Set Trap) Photography 1930is","Medford, Ballou Hall, 1 The Green, 2nd Fl",Gift of Mr. and Mrs. Nathan Gantcher,1930is
>>>>>>> 5e119d9936297da619bbfc6e90119ced8f5fdf51
1982.8.1.3,"Print, Photographic","Bravo, Manuel Alvarez",Los Agachados (The Crouched Ones),"Bravo, Manuel Alvarez Los Agachados (The Crouched Ones) Silver gelatin print 1934","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,1934
1982.8.1.4,"Print, Photographic","Bravo, Manuel Alvarez",Barda de Panteon (Cemetary Wall),Manuel Alvarez Bravo Barda de Panteon (Cemetary Wall) silver gelatin print 1964,"Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,1964
1982.8.1.5,"Print, Photographic","Bravo, Manuel Alvarez","Obrero en Huelga, Asesinado (Striking Worker, Assassinated)","Manuel Alvarez Bravo Obrero en Huelga, Asesinado (Striking Worker, Assassinated) Silver gelatin print 1934","Medford, Aidekman Art Center, 15 South Campus Rd.","Gift of Mr, and Mrs. Nathan Gantcher",1934
1982.8.1.6,"Print, Photographic","Bravo, Manuel Alvarez",Tumba Reciente (Fresh Grave),"Bravo, Manuel Alvarez Tumba Reciente (Fresh Grave) Photography 1933","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,1933
1982.8.1.7,"Print, Photographic","Bravo, Manuel Alvarez",Paisage Inventado (Invented Landscape),"Bravo, Manuel Alvarez Paisage Inventado (Invented Landscape) Photography","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Mr. and Mrs. Nathan Gantcher,
1982.8.4.2,"Print, Photographic","Friedlander, Lee","Lee Ave - Butte, Montana, 1970","Friedlander, Lee Lee Ave - Butte, Montana, 1970 Photography, black and white selenium toned print; printed on Dupont Veralure (VLTW); mounted on 615 GSM Imperial 300 lb. hand made paper 1970","Medford, Granoff Music Bldg., 20 Talbot Ave.",Mr. & Mrs. Nathan Gantcher,1970
1982.9.2,Vessel,Unknown,Ritual Vessel,"Unknown Ritual Vessel Ceramics, terracotta 7th-10th century A.D.","Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. Philip Pearlstein,7th-10th century A.D.
1982.1,Painting,"Bernard, Emile","La Ribay, 1 May 1886","Emile Bernard La Ribay, 1 May 1886 oil on canvas 1886","Medford, Gifford House, 161 Packard Ave.",Gift of Robert and Ruth Remis,1886
1983.1.2.5,Cloth Fragment,Unknown,Fabric Fragment,"Unknown Fabric Fragment Textile, embroidered textile fragment 300-100 b.c.","Medford, Gifford House, 161 Packard Ave.",Esther Merrin,300-100 b.c.
<<<<<<< HEAD
1983.2.1,Print,"Picasso, Pablo",Meleager Kills the Calydonian Boar (from Ovids Metamorphoses),"Picasso, Pablo Meleager Kills the Calydonian Boar (from Ovids Metamorphoses) Graphic Arts, etching 1930","Medford, Gifford House, 161 Packard Ave.",Gift of Dr. Lawrence Dubin,1930
1983.2.2,Print,"Picasso, Pablo","The Daughters of Minyas Refuse to Acknowledge the God, Bacchus (from Ovids Metamorphoses)","Pablo Picasso The Daughters of Minyas Refuse to Acknowledge the God, Bacchus (from Ovids Metamorphoses) etching 1930","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. Lawrence Dubin,1930
1983.2.3,Print,"Picasso, Pablo",Deucalion and Pyrrha create a New Human Race (from Ovids Metamorphoses),"Picasso, Pablo Deucalion and Pyrrha create a New Human Race (from Ovids Metamorphoses) Graphic Arts, etching 1930","Medford, Gifford House, 161 Packard Ave.",Gift of Dr. Lawrence Dubin,1930
=======
1983.2.1,Print,"Picasso, Pablo",Meleager Kills the Calydonian Boar (from Ovidis iMetamorphosesi),"Picasso, Pablo Meleager Kills the Calydonian Boar (from Ovidis iMetamorphosesi) Graphic Arts, etching 1930","Medford, Gifford House, 161 Packard Ave.",Gift of Dr. Lawrence Dubin,1930
1983.2.2,Print,"Picasso, Pablo","The Daughters of Minyas Refuse to Acknowledge the God, Bacchus (from Ovidis iMetamorphosesi)","Pablo Picasso The Daughters of Minyas Refuse to Acknowledge the God, Bacchus (from Ovidis iMetamorphosesi) etching 1930","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. Lawrence Dubin,1930
1983.2.3,Print,"Picasso, Pablo",Deucalion and Pyrrha create a New Human Race (from Ovidis iMetamorphosesi),"Picasso, Pablo Deucalion and Pyrrha create a New Human Race (from Ovidis iMetamorphosesi) Graphic Arts, etching 1930","Medford, Gifford House, 161 Packard Ave.",Gift of Dr. Lawrence Dubin,1930
>>>>>>> 5e119d9936297da619bbfc6e90119ced8f5fdf51
1983.7.1,Painting,"Alcalay, Albert",Evolving Forms in Landscape,"Alcalay, Albert Evolving Forms in Landscape Painting, oil on canvas 1971","Medford, Packard Hall, 4 The Green",Dr. Saul Hirshberg,1971
1983.9,Sculpture,Unknown,Head of child,"Unknown Head of child Sculpture, marble 17th century CE","Medford, Cohen Auditorium, 15 South Campus Rd.",Gift of Jeremy Merrin,17th century CE
1983.11,Sculpture,Unknown artist,Standing Priest / Noble with Headdress (Aztec Stone Figure),Unknown artist Standing Priest / Noble with Headdress (Aztec Stone Figure) volcanic stone c. 1400 - 1520,"Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. Seth Merrin,c. 1400 - 1520
1983.13,Painting,"Moore, Henry",Seated Mother with twins,"Moore, Henry Seated Mother with twins Graphic Arts, watercolor, gouache, pen and black ink on paper 1981","Medford, Gifford House, 161 Packard Ave.",Mr. and Mrs. Jeffrey Loria,1981
1984.4,Sculpture,"Nevelson, Louise",Untitled,"Nevelson, Louise Untitled, ca. 1962 Sculpture, gold paint on wood","Medford, Ballou Hall, 1 The Green, 2nd Fl",Edward Merrin,1962 (?)
1984.10.2,Painting,"Resnick, Milton",Straws II,"Resnick, Milton Straws II oil on canvas 1982",Fine Arts Enterprises,Mr. and Mrs. Nathan Gantcher,1982
1984.10.3,Painting,"De Kooning, Elaine",Bacchus #20,Elaine De Kooning Bacchus #20 acrylic and oil on canvas 1980,"Medford, Aidekman Art Center, 15 South Campus Rd.",Mr. & Mrs Nathan Gantcher,1980
1984.10.4,Drawing,"Gechtoff, Sonia",Small Sea Wall II,"Gechtoff, Sonia Small Sea Wall II Graphic Arts, acrylic and pencil on paper 1981","Medford, Gifford House, 161 Packard Ave.",Mr. and Mrs. Nathan Gantcher,1981
1984.11.11,"Print, Photographic","Kertesz, Andre","Forced March to the Front between Lonie and Mitulen, Poland","Kertesz, Andre Forced March to the Front between Lonie and Mitulen, Poland Photography, black and white silver print 19 July, 1915","Medford, Packard Hall, 4 The Green",Gift of Bruce M. Male,"19 July, 1915"
1984.13,Sculpture,"Moore, Henry",Untitled (Figure in Skirt),"Moore, Henry Untitled (Figure in Skirt) Sculpture, bronze 20th century","Medford, Cohen Auditorium, 15 South Campus Rd.",Gift of Mr. Jeffrey Loria,20th century
1985.2,Sculpture,"Nevelson, Louise",Untitled (two part sculpture),Louise Nevelson Untitled (two part sculpture) black paint on wood n.d.,"Medford, Aidekman Art Center, 15 South Campus Rd.",Louise Nevelson,n.d.
<<<<<<< HEAD
1985.4.1,"Print, Photographic","Rothstein, Arthur","Postmaster Brown, Old Rag, Virginia, 1935","Arthur Rothstein Postmaster Brown, Old Rag, Virginia, 1935 Silver gelatin print 1935","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1935
1985.4.1-30,"Print, Photographic","Rothstein, Arthur",Arthur Rothstein - portfolio of 30 photographs,"Rothstein, Arthur Arthur Rothstein - portfolio of 30 photographs Photography, black and white silver print 1981","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1981
1985.4.2,"Print, Photographic","Rothstein, Arthur","Girl at Gees Bend, Alabama 1937","Arthur Rothstein Girl at Gees Bend, Alabama 1937 Silver gelatin print 1937","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1937
1985.4.3,"Print, Photographic","Rothstein, Arthur","Vernon Evans, migrant to Oregon from South Dakota 1936","Rothstein, Arthur Vernon Evans, migrant to Oregon from South Dakota 1936 Photography, black and white silver prints 1936","Medford, Eaton Hall, 5 The Green",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1936
1985.4.4,"Print, Photographic","Rothstein, Arthur","Migrant Family, Oklahoma 1936","Arthur Rothstein Migrant Family, Oklahoma 1936 Silver gelatin print 1936","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1936
1985.4.5,"Print, Photographic","Rothstein, Arthur","Dust Storm, Cimarron County, Oklahoma 1936","Rothstein, Arthur Dust Storm, Cimarron County, Oklahoma 1936 Photography, black and white silver prints 1936","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1936
1985.4.6,"Print, Photographic","Rothstein, Arthur","Skull, Badlands, South Dakota 1936","Rothstein, Arthur Skull, Badlands, South Dakota 1936 Photography, black and white silver prints 1936","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1936
1985.4.7,"Print, Photographic","Rothstein, Arthur","Minnie Knox, Garrett County, Maryland 1937","Rothstein, Arthur Minnie Knox, Garrett County, Maryland 1937 Photography, black and white silver prints 1937","Medford, Eaton Hall, 5 The Green",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1937
1985.4.8,"Print, Photographic","Rothstein, Arthur","Migrant Worker, Visalia, California 1940","Rothstein, Arthur Migrant Worker, Visalia, California 1940 Photography, black and white silver prints 1940","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1940
1985.4.9,"Print, Photographic","Rothstein, Arthur","John Dudeck, Dalton, New York 1937","Rothstein, Arthur John Dudeck, Dalton, New York 1937 black and white silver prints 1937","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1937
1985.4.10,"Print, Photographic","Rothstein, Arthur","Flood Victim, Missouri 1938","Rothstein, Arthur Flood Victim, Missouri 1938 Photography, black and white silver prints 1938","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1938
1985.4.11,"Print, Photographic","Rothstein, Arthur","Mississippi River Flood, St. Louis, Missouri 1943","Rothstein, Arthur Mississippi River Flood, St. Louis, Missouri 1943 Photography, black and white silver prints 1943","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1943
1985.4.12,"Print, Photographic","Rothstein, Arthur","Agate, Nebraska 1939","Rothstein, Arthur Agate, Nebraska 1939 Photography, black and white silver prints 1939","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1939
1985.4.13,"Print, Photographic","Rothstein, Arthur","Sheepherders Camp, Montana 1939","Rothstein, Arthur Sheepherders Camp, Montana 1939 Photography, black and white silver print 1939","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1939
1985.4.14,"Print, Photographic","Rothstein, Arthur","Hotel de Paris, exterior, Georgetown, Colorado 1939","Rothstein, Arthur Hotel de Paris, exterior, Georgetown, Colorado 1939 Photography, black and white silver prints 1939","Medford, Eaton Hall, 5 The Green",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1939
1985.4.16,"Print, Photographic","Rothstein, Arthur","Shoeshine Man, New York City 1937","Rothstein, Arthur Shoeshine Man, New York City 1937 Photography, black and white silver prints 1937","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1937
1985.4.17,"Print, Photographic","Rothstein, Arthur","Gamblers, Las Vegas, Nevada 1947","Rothstein, Arthur Gamblers, Las Vegas, Nevada 1947 Photography, black and white silver prints 1947","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1947
1985.4.18,"Print, Photographic","Rothstein, Arthur","Pool Hall, Culp, Illinois 1940","Rothstein, Arthur Pool Hall, Culp, Illinois 1940 Photography, black and white silver prints 1940","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1940
1985.4.20,"Print, Photographic","Rothstein, Arthur","Boy with chicken, Hungjao, China 1945","Rothstein, Arthur Boy with chicken, Hungjao, China 1945 Photography, black and white silver prints 1945","Medford, Eaton Hall, 5 The Green",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1945
1985.4.21,"Print, Photographic","Rothstein, Arthur",The Burma Road 1945,"Rothstein, Arthur The Burma Road 1945 Photography, black and white silver prints 1945","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1945
1985.4.22,"Print, Photographic","Rothstein, Arthur","Famine Victim, Hengyang, China 1946","Rothstein, Arthur Famine Victim, Hengyang, China 1946 Photography, black and white silver prints 1946","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1946
1985.4.23,"Print, Photographic","Rothstein, Arthur","Burial of Famine Victim, Hengyang, China 1946","Rothstein, Arthur Burial of Famine Victim, Hengyang, China 1946 Photography, black and white silver prints 1946","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1946
1985.4.24,"Print, Photographic","Rothstein, Arthur","Coal Miners, Wales 1947","Rothstein, Arthur Coal Miners, Wales 1947 Photography, black and white silver prints 1947","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1947
1985.4.25,"Print, Photographic","Rothstein, Arthur","Young Coal Miner, Wales 1947","Rothstein, Arthur Young Coal Miner, Wales 1947 Photography, black and white silver prints 1947","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1947
1985.4.26,"Print, Photographic","Rothstein, Arthur","Farmers in the market, Tocco, Italy 1947","Rothstein, Arthur Farmers in the market, Tocco, Italy 1947 Photography, black and white silver prints 1947","Medford, Aidekman Art Center, 15 South Campus Rd.",Gift of Dr. and Mrs. (Joan) Daniel Schuman in memory of Alfred Siegel (26),1947
